idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
261,20.9,0.173,0.269,-1.44,4.55,0.135,0.0556,0.5133,,1
262,564.3,-2.721,0.298,16.49,5.05,0.2356,0.0616,0.4858,,1
263,160.6,-0.191,0.758,22.2,12.84,-0.1098,0.1567,0.0895,,0
264,34.6,1.176,0.541,8.83,9.16,-0.0228,0.1118,0.2362,,0
265,17.3,-0.329,0.389,0.25,6.59,0.1026,0.0805,0.2355,,0
266,15.5,-0.225,0.261,7.83,4.42,0.1743,0.054,0.584,,1
267,402.8,0.36,0.96,36.44,16.27,0.4879,0.1986,0.0764,,0
268,11.3,-0.591,0.454,-0.43,7.69,0.1003,0.0939,0.2935,,0
269,231.1,-2.769,0.252,24.02,4.27,0.1882,0.0521,0.5722,,1
270,483.7,-2.822,0.489,17.51,8.29,0.2758,0.1012,0.1455,,0
271,58.4,0.966,0.624,17.81,10.58,-0.1423,0.1291,0.1257,,0
272,306.2,-2.684,0.283,26.05,4.8,0.2446,0.0586,0.5152,,1
273,46.1,-0.69,0.504,40.13,8.55,0.1346,0.1043,0.1391,,0
274,317.2,-3.051,0.4,23.52,6.78,0.0488,0.0828,0.1858,,0
275,154.4,-1.166,0.638,21.21,10.81,0.0383,0.132,0.1942,,0
276,571.7,-2.126,0.311,-0.09,5.28,-0.1546,0.0644,0.4936,,1
277,589.5,-2.027,0.629,28.08,10.66,0.3369,0.1301,0.1741,,0
278,9.5,-0.196,0.458,0.77,7.76,0.1392,0.0947,0.2706,,0
279,180.1,-0.601,0.77,25.45,13.06,0.1023,0.1594,0.1692,,0
280,404.6,0.514,0.972,41.05,16.47,0.4737,0.201,0.0848,,0
281,276.3,-2.674,0.854,35.82,14.48,0.24,0.1768,0.1694,,0
282,0.3,-1.413,0.659,-13.43,11.16,-0.1075,0.1363,0.1258,,0
283,337.4,-2.105,0.412,21.1,6.98,0.1669,0.0852,0.4496,,1
284,574.9,-2.366,0.526,45.49,8.91,0.2788,0.1088,0.4798,,1
285,563.9,-2.256,0.546,45.93,9.25,0.1936,0.1129,0.5311,,1
286,326.4,-2.316,0.246,22.23,4.17,0.248,0.0509,0.638,,1
287,577.1,-2.523,0.35,16.7,5.92,-0.0111,0.0723,0.4837,,1
288,598.7,-2.446,0.598,35.64,10.14,0.1948,0.1237,0.1491,,0
289,2.7,1.362,0.45,3.0,7.63,0.0389,0.0932,0.2656,,0
290,390.0,0.472,0.986,34.36,16.7,0.4313,0.2039,0.1076,,0
291,525.9,-1.547,0.354,0.96,6.0,-0.0073,0.0732,0.3038,,0
292,578.9,-2.643,0.336,15.12,5.69,0.0359,0.0695,0.5489,,1
293,324.6,-3.642,0.313,21.96,5.3,0.2432,0.0648,0.5518,,1
294,271.3,-2.709,0.264,23.9,4.47,0.0252,0.0545,0.5728,,1
295,11.7,0.442,0.453,2.15,7.68,-0.0059,0.0938,0.0688,,0
296,13.5,0.444,0.456,2.08,7.72,-0.0059,0.0943,0.0659,,0
297,13.1,-0.271,0.524,-0.59,8.87,0.469,0.1083,0.1495,,0
298,518.7,-2.421,0.206,14.21,3.49,0.0333,0.0426,0.7222,,1
