idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
189,335.7,1.689,0.47,24.86,8.81,0.247,0.1021,0.3902,,1
190,441.0,0.397,0.528,18.52,9.88,0.5187,0.1145,0.6514,,1
191,351.1,0.377,0.253,-2.2,4.74,0.3686,0.0549,0.7074,,1
192,82.6,-0.99,1.081,-1.45,20.24,-0.5349,0.2345,0.029,,0
193,694.2,-1.535,1.285,33.16,24.07,0.1441,0.2788,0.0591,,0
194,201.9,-0.06,1.093,-2.07,20.47,-0.7291,0.2371,0.1746,,0
195,430.9,0.006,0.547,10.63,10.24,0.6277,0.1187,0.636,,1
196,383.8,0.521,0.245,20.19,4.59,0.2192,0.0532,0.731,,1
197,365.0,0.246,1.052,-44.13,19.71,-0.8144,0.2283,0.1098,,0
198,330.2,-0.427,0.949,-76.75,17.77,-1.3021,0.2058,0.1012,,0
199,9.5,1.559,1.041,13.72,19.5,0.1323,0.2259,0.3478,,0
200,184.6,0.661,0.212,38.74,3.97,0.4571,0.046,0.7823,,1
201,72.6,-0.794,1.146,-13.41,21.47,-0.7022,0.2487,0.0973,,0
202,8.4,1.666,0.818,5.88,15.32,0.047,0.1775,0.6148,,1
203,139.6,-0.536,0.366,31.9,6.85,0.4504,0.0794,0.6177,,1
204,343.3,1.697,0.436,-4.44,8.17,0.1457,0.0946,0.4239,,1
205,217.5,-0.02,0.275,45.34,5.16,0.2978,0.0597,0.6999,,1
206,245.0,1.239,0.407,38.15,7.63,0.3772,0.0884,0.509,,1
207,17.0,1.413,0.816,16.48,15.28,-0.103,0.1771,0.5603,,1
208,279.7,1.203,0.181,23.41,3.4,0.3956,0.0394,0.8411,,1
209,688.9,-2.412,1.299,38.81,24.33,-0.1435,0.2819,0.1306,,0
210,158.3,0.771,0.301,29.53,5.64,0.3387,0.0654,0.7684,,1
211,76.9,0.612,0.341,66.39,6.39,0.8137,0.074,0.707,,1
212,452.1,0.301,0.505,9.88,9.45,0.1986,0.1095,0.6478,,1
