idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
1368,688.2,0.355,0.61,-4.52,11.47,-0.4717,0.1323,0.4696,,1
1369,407.3,1.319,0.88,-25.63,16.56,-0.1976,0.191,0.117,,0
1370,646.9,-0.736,0.411,2.22,7.73,-0.1999,0.0892,0.5541,,1
1371,564.4,0.137,0.25,-7.11,4.71,0.0258,0.0543,0.7489,,1
1372,469.1,-0.115,0.328,-2.65,6.17,-0.4694,0.0712,0.5558,,1
1373,53.8,-0.02,1.526,41.13,28.7,0.9806,0.331,0.1506,,0
1374,54.6,0.931,0.267,5.29,5.03,-0.0644,0.058,0.6734,,1
1375,655.1,-0.057,0.558,14.7,10.49,-0.2762,0.121,0.7702,,1
1376,101.5,-0.55,0.589,-24.89,11.07,-0.1524,0.1278,0.1055,,0
1377,42.2,0.206,0.505,5.86,9.49,0.2588,0.1095,0.3184,,0
1378,521.6,0.799,0.522,2.24,9.82,-0.3586,0.1133,0.6353,,1
1379,480.1,0.186,0.208,-8.24,3.92,-0.3039,0.0452,0.784,,1
1380,522.8,-0.729,0.329,30.4,6.18,0.2833,0.0713,0.6889,,1
1381,240.2,0.477,0.165,-14.84,3.1,-0.2144,0.0357,0.8679,,1
1382,151.8,0.114,1.49,9.55,28.02,0.507,0.3232,0.0281,,0
1383,666.9,0.428,0.542,4.42,10.2,0.2393,0.1176,0.2477,,0
1384,109.5,0.385,0.406,-27.38,7.64,-0.3317,0.0882,0.5657,,1
1385,586.4,0.201,0.264,-0.72,4.97,-0.0935,0.0574,0.6923,,1
1386,215.7,1.527,1.57,-36.52,29.54,0.8924,0.3408,0.0836,,0
1387,173.2,-0.498,0.528,0.72,9.94,0.0935,0.1146,0.5257,,1
1388,338.2,-0.427,0.347,-11.19,6.52,-0.4326,0.0752,0.5577,,1
1389,286.7,-0.835,0.673,19.45,12.66,-0.1659,0.1461,0.2226,,0
1390,219.3,0.824,0.45,-26.02,8.47,-0.1908,0.0977,0.6472,,1
1391,580.1,0.79,0.261,7.77,4.91,-0.1803,0.0567,0.7449,,1
1392,666.4,-0.28,0.141,23.07,2.64,-0.0819,0.0305,0.8971,,1
1393,325.3,-0.033,0.429,7.54,8.06,-0.0668,0.093,0.7943,,1
